"IZ2011_Code","SIMD2020v2_Rank","IMD IZ Deciles"
"S02001864",2894.52749208861,"4"
"S02001865",1123.91643258427,"1st most deprived"
"S02001866",841.7565374211,"1st most deprived"
"S02001867",3690.10527351436,"6"
"S02001868",3368.70982920878,"5"
"S02001869",5312.10260809883,"9"
"S02001870",4519.56228327554,"8"
"S02001871",4263.30806636156,"7"
"S02001872",5373.18267959454,"9"
"S02001873",1658.37756497948,"2"
"S02001874",1045.85653809972,"1st most deprived"
"S02001875",1659.11413215302,"2"
"S02001876",4271.05456570156,"7"
"S02001877",4608.57180462123,"8"
"S02001878",5324.66449031171,"9"
"S02001879",5438.20156139106,"9"
"S02001880",2103.68047182176,"3"
"S02001881",521.271085532844,"1st most deprived"
"S02001882",418.997435299604,"1st most deprived"
"S02001883",1602.47801972062,"2"
"S02001884",3787.20876979294,"6"
"S02001885",4366.38843764931,"7"
"S02001886",3340.00871542251,"5"
"S02001887",3189.54447004608,"5"
"S02001888",1205.87094713305,"2"
"S02001889",1089.73225545675,"1st most deprived"
"S02001890",2394.94971289368,"3"
"S02001891",2022.98870822042,"3"
"S02001892",1273.55913978495,"2"
"S02001893",264.06,"1st most deprived"
"S02001894",321.971809470907,"1st most deprived"
"S02001895",757.793395427604,"1st most deprived"
"S02001896",1008.60956741396,"1st most deprived"
"S02001897",3206.42290748899,"5"
"S02001898",2078.6199163816,"3"
"S02001899",4965.30390778746,"8"
"S02001900",1913.09866448624,"2"
"S02001901",3420.90144836272,"5"
"S02001902",4542.63207776428,"8"
"S02001903",4573.25291647224,"8"
"S02001904",712.687259923175,"1st most deprived"
"S02001905",149.109444669639,"1st most deprived"
"S02001906",2754.89400218102,"4"
"S02001907",117.824412347777,"1st most deprived"
"S02001908",844.4580781415,"1st most deprived"
"S02001909",1676.63817829457,"2"
"S02001910",658.571183900664,"1st most deprived"
"S02001911",941.388803287108,"1st most deprived"
"S02001912",591.313445931125,"1st most deprived"
"S02001913",1069.35693557748,"1st most deprived"
"S02001914",599.5554866708,"1st most deprived"
"S02001915",575.796652870254,"1st most deprived"
"S02001916",1201.71155184412,"2"
"S02001917",1239.82289182744,"2"
"S02001918",4796.69795447047,"8"
"S02001919",821.668827342369,"1st most deprived"
"S02001920",1016.93662441628,"1st most deprived"
"S02001921",1605.68533034714,"2"
"S02001922",624.42774308653,"1st most deprived"
"S02001923",946.604255319149,"1st most deprived"
"S02001924",1453.49399098648,"2"
"S02001925",678,"1st most deprived"
"S02001926",583.606526567572,"1st most deprived"
"S02001927",3686.84833810258,"6"
"S02001928",1987.52938916635,"3"
"S02001929",722.321855973126,"1st most deprived"
"S02001930",3802.63546685019,"6"
"S02001931",2796.31983352009,"4"
"S02001932",3038.97564951605,"5"
"S02001933",2544.08266360505,"3"
"S02001934",3322.78891540705,"5"
"S02001935",3767.11043902439,"6"
"S02001936",5250.4950830073,"9"
"S02001937",4927.65798752373,"8"
"S02001938",1188.27657175078,"1st most deprived"
"S02001939",3015.41994005364,"4"
"S02001940",455.931498470948,"1st most deprived"
"S02001941",2442.97789835892,"3"
"S02001942",758.637661906343,"1st most deprived"
"S02001943",495.294482758621,"1st most deprived"
"S02001944",425.998683777558,"1st most deprived"
"S02001945",3048.02636916836,"5"
"S02001946",1953.55828555829,"3"
"S02001947",720.676282051282,"1st most deprived"
"S02001948",819.156590683845,"1st most deprived"
"S02001949",184.685256103399,"1st most deprived"
"S02001950",6182.08214517174,"10 least deprived"
"S02001951",5576.34231609614,"9"
"S02001952",5500.23484848485,"9"
"S02001953",3739.55743149737,"6"
"S02001954",4143.1913685406,"7"
"S02001955",2730.3754421425,"4"
"S02001956",6407.58183406113,"10 least deprived"
"S02001957",6390.3152894388,"10 least deprived"
"S02001958",5874.74549273587,"10 least deprived"
"S02001959",5346.29107460036,"9"
"S02001960",5199.45560833029,"9"
"S02001961",735.047167253998,"1st most deprived"
"S02001962",3678.13334817453,"6"
"S02001963",766.510425354462,"1st most deprived"
"S02001964",1590.14199079883,"2"
"S02001965",2098.6614146832,"3"
"S02001966",1465.15610687023,"2"
"S02001967",1262.32151898734,"2"
"S02001968",1292.3532459616,"2"
"S02001969",2496.42418529491,"3"
"S02001970",4888.41371994342,"8"
"S02001971",3262.40636903855,"5"
"S02001972",1276.9675761871,"2"
"S02001973",4025.1005835908,"7"
"S02001974",528.713278495887,"1st most deprived"
"S02001975",247.6279346211,"1st most deprived"
"S02001976",209.943742098609,"1st most deprived"
"S02001977",962.284362826934,"1st most deprived"
"S02001978",3935.41858037578,"6"
"S02001979",3850.14063512638,"6"
"S02001980",3086.47739221872,"5"
"S02001981",4032.85363807926,"7"
"S02001982",4442.32632398754,"7"
"S02001983",4466.02542212104,"7"
"S02001984",4722.02948038176,"8"
"S02001985",4577.14207071776,"8"
"S02001986",2896.32422360248,"4"
"S02001987",4451.73956740223,"7"
"S02001988",3946.4959142909,"6"
"S02001989",4985.58548185232,"8"
"S02001990",3370.46195307546,"5"
"S02001991",4683.61692830555,"8"
"S02001992",5269.23826521506,"9"
"S02001993",5443.39721150994,"9"
"S02001994",5319.19154030327,"9"
"S02001995",3246.64839160839,"5"
"S02001996",2686.3120953121,"4"
"S02001997",6289.27815993121,"10 least deprived"
"S02001998",2200.38804192473,"3"
"S02001999",4872.7758462946,"8"
"S02002000",1622.22519929141,"2"
"S02002001",2095.72445348246,"3"
"S02002002",238.7534048102,"1st most deprived"
"S02002003",4691.0127388535,"8"
"S02002004",2634.13056603774,"4"
"S02002005",4043.58813887647,"7"
"S02002006",4043.44667964525,"7"
"S02002007",3726.35956732562,"6"
"S02002008",3539.53513048466,"6"
"S02002009",3088.32457837987,"5"
"S02002010",3488.95175699821,"5"
"S02002011",3746.18254764293,"6"
"S02002012",4172.46428571429,"7"
"S02002013",3534.63230519481,"6"
"S02002014",4126.24526544551,"7"
"S02002015",3796.02009903874,"6"
"S02002016",3882.62014885699,"6"
"S02002017",3075.97030068253,"5"
"S02002018",4619.64995589532,"8"
"S02002019",4660.55134237476,"8"
"S02002020",2066.83743261456,"3"
"S02002021",2309.73364377183,"3"
"S02002022",2616.5383207504,"4"
"S02002023",2899.03714670256,"4"
"S02002024",3664.05897602074,"6"
"S02002025",2932.57037582903,"4"
"S02002026",2878.37981269511,"4"
"S02002027",2111.19160479726,"3"
"S02002028",2676.67570900123,"4"
"S02002029",3401.05397885364,"5"
"S02002030",3909.6566323558,"6"
"S02002031",2685.08397239264,"4"
"S02002032",3726.24617044229,"6"
"S02002033",3177.98363636364,"5"
"S02002034",6212.79232855482,"10 least deprived"
"S02002035",4365.67856025039,"7"
"S02002036",5284.93624712455,"9"
"S02002037",5131.03834904127,"9"
"S02002038",4569.59279103751,"8"
"S02002039",3045.5139930035,"5"
"S02002040",1021.36154215326,"1st most deprived"
"S02002041",1167.30875772427,"1st most deprived"
"S02002042",5139.29325453434,"9"
"S02002043",2954.60979519145,"4"
"S02002044",2824.01379471592,"4"
"S02002045",454.369511184756,"1st most deprived"
"S02002046",240.924024640657,"1st most deprived"
"S02002047",978.117113095238,"1st most deprived"
"S02002048",2498.57472727273,"3"
"S02002049",845.230148048452,"1st most deprived"
"S02002050",989.701728806499,"1st most deprived"
"S02002051",4294.30902054183,"7"
"S02002052",4072.96848958333,"7"
"S02002053",4829.3401055409,"8"
"S02002054",2244.69989281886,"3"
"S02002055",4352.52094090648,"7"
"S02002056",5281.67404958678,"9"
"S02002057",3792.80228365385,"6"
"S02002058",3007.06820016142,"4"
"S02002059",3125.85446985447,"5"
"S02002060",2937.36348338241,"4"
"S02002061",3121.62323882414,"5"
"S02002062",5232.12921279961,"9"
"S02002063",5868.17901984609,"10 least deprived"
"S02002064",3404.42834931329,"5"
"S02002065",2037.70239808153,"3"
"S02002066",885.876693296283,"1st most deprived"
"S02002067",3996.35525954408,"7"
"S02002068",1677.07057256991,"2"
"S02002069",1821.06392694064,"2"
"S02002070",2428.13054955604,"3"
"S02002071",1912.06696276051,"2"
"S02002072",2038.30334261838,"3"
"S02002073",4068.48254716981,"7"
"S02002074",4414.65009355787,"7"
"S02002075",4042.6845124283,"7"
"S02002076",3269.37377477674,"5"
"S02002077",4105.48872714362,"7"
"S02002078",2810.39952366776,"4"
"S02002079",3975.16876310273,"7"
"S02002080",4355.86917169501,"7"
"S02002081",4178.85248573757,"7"
"S02002082",4431.18423344948,"7"
"S02002083",3988.18058894231,"7"
"S02002084",2398.93868034507,"3"
"S02002085",2961.48566485418,"4"
"S02002086",4662.95038722168,"8"
"S02002087",5489.34277530236,"9"
"S02002088",3561.9501973884,"6"
"S02002089",4730.64042486723,"8"
"S02002090",4902.14839077186,"8"
"S02002091",4520.41735439755,"8"
"S02002092",5235.53037857802,"9"
"S02002093",4543.76325805633,"8"
"S02002094",4340.03539341138,"7"
"S02002095",2991.7531598513,"4"
"S02002096",4425.27112326044,"7"
"S02002097",4568.01608283763,"8"
"S02002098",2461.97059904447,"3"
"S02002099",3846.08401566394,"6"
"S02002100",2907.12713797035,"4"
"S02002101",1240.74785407725,"2"
"S02002102",855.639545056868,"1st most deprived"
"S02002103",2614.16734693878,"4"
"S02002104",3954.9080551669,"6"
"S02002105",908.514108352144,"1st most deprived"
"S02002106",603.874174174174,"1st most deprived"
"S02002107",1540.31658615137,"2"
"S02002108",1738.63410080896,"2"
"S02002109",242.959881617889,"1st most deprived"
"S02002110",1548.32886356017,"2"
"S02002111",733.791985235961,"1st most deprived"
"S02002112",466.292366170415,"1st most deprived"
"S02002113",3891.98602534937,"6"
"S02002114",1893.01975825198,"2"
"S02002115",4453.05075292805,"7"
"S02002116",1797.14565175286,"2"
"S02002117",1605.86550124866,"2"
"S02002118",992.305034550839,"1st most deprived"
"S02002119",4942.04121475054,"8"
"S02002120",1093.43934426229,"1st most deprived"
"S02002121",971.173128505243,"1st most deprived"
"S02002122",1851.59185803758,"2"
"S02002123",2447.18346703872,"3"
"S02002124",2421.52083333333,"3"
"S02002125",4143.07297605473,"7"
"S02002126",4076.45421635434,"7"
"S02002127",5172.7437751004,"9"
"S02002128",2237.42358352498,"3"
"S02002129",5654.47342026078,"9"
"S02002130",4409.89044847655,"7"
"S02002131",2212.03160478674,"3"
"S02002132",1217.73081761006,"2"
"S02002133",3512.79219102936,"5"
"S02002134",3595.95305648697,"6"
"S02002135",2668.05050768029,"4"
"S02002136",2850.36597342577,"4"
"S02002137",2922.96279934899,"4"
"S02002138",3967.62260536398,"6"
"S02002139",465.487114490917,"1st most deprived"
"S02002140",1826.15477996965,"2"
"S02002141",1562.4963190184,"2"
"S02002142",2442.31963993453,"3"
"S02002143",2422.28227513228,"3"
"S02002144",3717.77095968605,"6"
"S02002145",1466.5827027027,"2"
"S02002146",4053.09698387936,"7"
"S02002147",2646.77558964965,"4"
"S02002148",2336.59150442478,"3"
"S02002149",1826.53019008572,"2"
"S02002150",3133.55584699454,"5"
"S02002151",2088.70797907129,"3"
"S02002152",2822.37184391737,"4"
"S02002153",2574.27447980416,"4"
"S02002154",2614.79756326148,"4"
"S02002155",890.415437302424,"1st most deprived"
"S02002156",5898.31554467564,"10 least deprived"
"S02002157",2355.17095273084,"3"
"S02002158",1530.09840764331,"2"
"S02002159",1511.8035015448,"2"
"S02002160",2766.11023325809,"4"
"S02002161",2072.40895462722,"3"
"S02002162",1858.16956865849,"2"
"S02002163",1621.62217050984,"2"
"S02002164",3434.3787388844,"5"
"S02002165",1974.39982553068,"3"
"S02002166",3263.7839785832,"5"
"S02002167",1305.56533941414,"2"
"S02002168",4719.49936521371,"8"
"S02002169",1974.24768887472,"3"
"S02002170",1555.96280642434,"2"
"S02002171",1899.63683193818,"2"
"S02002172",2922.26636844246,"4"
"S02002173",2213.36717998075,"3"
"S02002174",1254.81923821821,"2"
"S02002175",2451.86612576065,"3"
"S02002176",2134.22522522523,"3"
"S02002177",1314.51050286442,"2"
"S02002178",3400.17004448838,"5"
"S02002179",2722.70501232539,"4"
"S02002180",2662.49208860759,"4"
"S02002181",3891.30816376563,"6"
"S02002182",4217.02901849218,"7"
"S02002183",843.854685494223,"1st most deprived"
"S02002184",1062.23134816754,"1st most deprived"
"S02002185",4275.45713073005,"7"
"S02002186",2382.53925692254,"3"
"S02002187",1670.95098222638,"2"
"S02002188",560.280747663551,"1st most deprived"
"S02002189",2640.45724059293,"4"
"S02002190",1543.28288010946,"2"
"S02002191",3315.95742471443,"5"
"S02002192",3944.21670894103,"6"
"S02002193",4187.62486872506,"7"
"S02002194",5290.71444568869,"9"
"S02002195",3631.65096820464,"6"
"S02002196",2301.85754743699,"3"
"S02002197",4489.75076410114,"8"
"S02002198",4423.47161845192,"7"
"S02002199",3996.28869047619,"7"
"S02002200",3449.72042160738,"5"
"S02002201",1889.19683453237,"2"
"S02002202",1154.51437486071,"1st most deprived"
"S02002203",2403.30170076411,"3"
"S02002204",1989.61428199114,"3"
"S02002205",3401.29284369115,"5"
"S02002206",2638.54158553547,"4"
"S02002207",5477.99178027265,"9"
"S02002208",5748.59340044743,"9"
"S02002209",4051.04249815225,"7"
"S02002210",3258.00504045629,"5"
"S02002211",2609.49687108886,"4"
"S02002212",2783.83297471759,"4"
"S02002213",4803.3488518402,"8"
"S02002214",4439.42222222222,"7"
"S02002215",4886.47956592011,"8"
"S02002216",3736.54684563758,"6"
"S02002217",4099.58150337838,"7"
"S02002218",3020.44372450204,"4"
"S02002219",5248.64583333333,"9"
"S02002220",5488.11047696698,"9"
"S02002221",5338.34126135756,"9"
"S02002222",5215.54985618408,"9"
"S02002223",5283.59345681982,"9"
"S02002224",4754.0602661101,"8"
"S02002225",5673.80361757106,"9"
"S02002226",3275.30613242121,"5"
"S02002227",4512.63259065094,"8"
"S02002228",5150.17871485944,"9"
"S02002229",4647.34270617098,"8"
"S02002230",3189.5200968523,"5"
"S02002231",5602.96859274683,"9"
"S02002232",6325.30177514793,"10 least deprived"
"S02002233",6080.57051129608,"10 least deprived"
"S02002234",1895.37632286996,"2"
"S02002235",1996.23124894657,"3"
"S02002236",2294.43587389042,"3"
"S02002237",3043.27858692284,"5"
"S02002238",2811.18766290182,"4"
"S02002239",1678.76851851852,"2"
"S02002240",3505.96354307318,"5"
"S02002241",5232.9030350808,"9"
"S02002242",4352.8185633177,"7"
"S02002243",4672.18768665288,"8"
"S02002244",5283.82639434407,"9"
"S02002245",3854.37159718256,"6"
"S02002246",3546.14151554404,"6"
"S02002247",4345.49352869353,"7"
"S02002248",2456.25371120108,"3"
"S02002249",4837.85087564125,"8"
"S02002250",4493.66399132321,"8"
"S02002251",4517.32544475273,"8"
"S02002252",5270.61625514403,"9"
"S02002253",4331.0651389773,"7"
"S02002254",4234.05707931801,"7"
"S02002255",4589.76105508146,"8"
"S02002256",5058.94871794872,"9"
"S02002257",4471.44207599629,"8"
"S02002258",2089.39738941262,"3"
"S02002259",781.32666476136,"1st most deprived"
"S02002260",2145.69613566861,"3"
"S02002261",2393.69602810051,"3"
"S02002262",3978.4369682908,"7"
"S02002263",743.984270734032,"1st most deprived"
"S02002264",1068.93470982143,"1st most deprived"
"S02002265",2720.23799205489,"4"
"S02002266",1561.90438903771,"2"
"S02002267",5278.07107790822,"9"
"S02002268",2017.07119980291,"3"
"S02002269",3051.64070048309,"5"
"S02002270",5496.29615278162,"9"
"S02002271",2242.2134394042,"3"
"S02002272",4831.73221117062,"8"
"S02002273",1815.44764720374,"2"
"S02002274",1837.89581517001,"2"
"S02002275",2851.05421487603,"4"
"S02002276",6143.48835257083,"10 least deprived"
"S02002277",1006.30798479087,"1st most deprived"
"S02002278",1580.63295365279,"2"
"S02002279",2889.49643117261,"4"
"S02002280",3317.43051935031,"5"
"S02002281",4365.70106961907,"7"
"S02002282",3462.7371234208,"5"
"S02002283",5632.70010522624,"9"
"S02002284",3562.81925777332,"6"
"S02002285",3990.24074074074,"7"
"S02002286",6066.7565433213,"10 least deprived"
"S02002287",1080.59170144856,"1st most deprived"
"S02002288",2926.07339046363,"4"
"S02002289",6018.58255159475,"10 least deprived"
"S02002290",5854.84796773193,"10 least deprived"
"S02002291",4856.20558375634,"8"
"S02002292",4882.3330634715,"8"
"S02002293",4217.17934782609,"7"
"S02002294",5541.48547524983,"9"
"S02002295",4363.28744088282,"7"
"S02002296",4654.66392857143,"8"
"S02002297",2841.00518134715,"4"
"S02002298",2515.96920052425,"3"
"S02002299",3764.66162862431,"6"
"S02002300",1253.13626040878,"2"
"S02002301",4765.77372534425,"8"
"S02002302",5341.02044854881,"9"
"S02002303",3821.78688130706,"6"
"S02002304",3842.88969521045,"6"
"S02002305",3726.24750875303,"6"
"S02002306",2842.10458251335,"4"
"S02002307",4236.42760858712,"7"
"S02002308",3730.04507451836,"6"
"S02002309",4412.6254529951,"7"
"S02002310",3828.33251982916,"6"
"S02002311",3359.76445578231,"5"
"S02002312",4462.75838698746,"7"
"S02002313",4519.70607553366,"8"
"S02002314",3129.54894384338,"5"
"S02002315",4079.02121885023,"7"
"S02002316",690.847992034517,"1st most deprived"
"S02002317",2932.54495587885,"4"
"S02002318",3272.0650869826,"5"
"S02002319",2609.63212899373,"4"
"S02002320",4490.30409356725,"8"
"S02002321",3420.18435251799,"5"
"S02002322",4568.51952662722,"8"
"S02002323",4355.38249118684,"7"
"S02002324",3699.07166053258,"6"
"S02002325",4570.81430656934,"8"
"S02002326",4482.87707756233,"8"
"S02002327",4286.36818008394,"7"
"S02002328",4112.05942398833,"7"
"S02002329",2728.2473880597,"4"
"S02002330",1466.31794558239,"2"
"S02002331",2496.10596643878,"3"
"S02002332",2482.62633604104,"3"
"S02002333",3805.06138749429,"6"
"S02002334",3906.17384370016,"6"
"S02002335",5985.90176490177,"10 least deprived"
"S02002336",3063.49284009547,"5"
"S02002337",4822.19681245367,"8"
"S02002338",4294.27365883062,"7"
"S02002339",3428.01869158879,"5"
"S02002340",936.745502413339,"1st most deprived"
"S02002341",1876.71612903226,"2"
"S02002342",512.842673869007,"1st most deprived"
"S02002343",595.535066793893,"1st most deprived"
"S02002344",3673.69992838386,"6"
"S02002345",3219.84865470852,"5"
"S02002346",5678.14459024511,"9"
"S02002347",4716.34879406308,"8"
"S02002348",3807.85985447643,"6"
"S02002349",2454.44596420128,"3"
"S02002350",3614.66632373114,"6"
"S02002351",5183.13466240361,"9"
"S02002352",2716.06829144453,"4"
"S02002353",4930.41536221332,"8"
"S02002354",3329.13000412712,"5"
"S02002355",4498.91399317406,"8"
"S02002356",2335.68313708999,"3"
"S02002357",2878.73685644239,"4"
"S02002358",3966.57560321716,"6"
"S02002359",5054.24634655532,"8"
"S02002360",1823.03045473509,"2"
"S02002361",2691.65232273839,"4"
"S02002362",3027.85283474065,"4"
"S02002363",4012.86029122393,"7"
"S02002364",3976.28226415094,"7"
"S02002365",2816.26693951796,"4"
"S02002366",3411.09604519774,"5"
"S02002367",3134.39592247672,"5"
"S02002368",1606.89828919616,"2"
"S02002369",2813.88103991597,"4"
"S02002370",3711.39374124241,"6"
"S02002371",1979.55292035398,"3"
"S02002372",4174.8152866242,"7"
"S02002373",3020.98112218144,"4"
"S02002374",2431.84772331426,"3"
"S02002375",674.790827740492,"1st most deprived"
"S02002376",3361.0832317604,"5"
"S02002377",4806.720703125,"8"
"S02002378",5187.99856011519,"9"
"S02002379",4521.68857235351,"8"
"S02002380",4388.27826763486,"7"
"S02002381",4066.74410774411,"7"
"S02002382",1206.86271004648,"2"
"S02002383",4998.5,"8"
"S02002384",3364.85831960461,"5"
"S02002385",2004.31609195402,"3"
"S02002386",1036.08701854494,"1st most deprived"
"S02002387",1946.9,"3"
"S02002388",4565.29186010523,"8"
"S02002389",5931.37659470069,"10 least deprived"
"S02002390",1123.97239409805,"1st most deprived"
"S02002391",1407.32122762148,"2"
"S02002392",1438.60861244019,"2"
"S02002393",3498.56223043746,"5"
"S02002394",2004.32873021219,"3"
"S02002395",2053.36543110395,"3"
"S02002396",1185.04475958343,"1st most deprived"
"S02002397",3303.19402202412,"5"
"S02002398",1322.94704684318,"2"
"S02002399",5668.36263736264,"9"
"S02002400",3163.95185783522,"5"
"S02002401",4789.01170311056,"8"
"S02002402",4564.58505863617,"8"
"S02002403",3314.20449153883,"5"
"S02002404",1376.57249338783,"2"
"S02002405",3598.02279320348,"6"
"S02002406",4249.83229166667,"7"
"S02002407",4443.56515630488,"7"
"S02002408",1395.85277530424,"2"
"S02002409",2157.32311123502,"3"
"S02002410",1419.15949443274,"2"
"S02002411",3624.10244059088,"6"
"S02002412",1265.74391613628,"2"
"S02002413",6086.81433575856,"10 least deprived"
"S02002414",3570.1969420356,"6"
"S02002415",1712.90113560454,"2"
"S02002416",3978.52958483164,"7"
"S02002417",2852.23833757422,"4"
"S02002418",2870.09690230342,"4"
"S02002419",3653.86030664395,"6"
"S02002420",4621.4010384216,"8"
"S02002421",4286.85974815458,"7"
"S02002422",2994.77027474346,"4"
"S02002423",3336.93341952165,"5"
"S02002424",5895.71872686899,"10 least deprived"
"S02002425",4946.04100397614,"8"
"S02002426",6214.23282350085,"10 least deprived"
"S02002427",4224.27682291667,"7"
"S02002428",4948.03542132737,"8"
"S02002429",4318.08522832317,"7"
"S02002430",1967.84752714113,"3"
"S02002431",2190.53159733249,"3"
"S02002432",3798.63901615626,"6"
"S02002433",3138.29928263989,"5"
"S02002434",2559.12247159878,"3"
"S02002435",2821.95775373519,"4"
"S02002436",5331.20812371902,"9"
"S02002437",5446.85655644242,"9"
"S02002438",4935.15799199261,"8"
"S02002439",4956.74322546698,"8"
"S02002440",2395.73055645949,"3"
"S02002441",2316.68927789934,"3"
"S02002442",2090.65526866713,"3"
"S02002443",4084.19605534295,"7"
"S02002444",2800.33114285714,"4"
"S02002445",3354.81479379493,"5"
"S02002446",2459.05799950848,"3"
"S02002447",5915.33148905461,"10 least deprived"
"S02002448",2182.48136009832,"3"
"S02002449",3676.32168174041,"6"
"S02002450",573.018677281078,"1st most deprived"
"S02002451",3421.00664136622,"5"
"S02002452",5874.98326210826,"10 least deprived"
"S02002453",6181.51589814178,"10 least deprived"
"S02002454",5024.84360189573,"8"
"S02002455",5976.16091954023,"10 least deprived"
"S02002456",5622.99360811109,"9"
"S02002457",4668.19555917702,"8"
"S02002458",4609.28823529412,"8"
"S02002459",3971.62705667276,"6"
"S02002460",1310.54231052244,"2"
"S02002461",942.378998455769,"1st most deprived"
"S02002462",1100.75161870504,"1st most deprived"
"S02002463",1683.1085440279,"2"
"S02002464",3240.60083682008,"5"
"S02002465",1201.75166761959,"2"
"S02002466",3553.08451025057,"6"
"S02002467",1197.3951068103,"2"
"S02002468",4188.84116331096,"7"
"S02002469",3668.9428975932,"6"
"S02002470",2395.9765625,"3"
"S02002471",4197.55463623395,"7"
"S02002472",1437.40656153707,"2"
"S02002473",2820.09462112289,"4"
"S02002474",1742.36956521739,"2"
"S02002475",1467.4929748062,"2"
"S02002476",2644.68647746244,"4"
"S02002477",2436.504585104,"3"
"S02002478",2078.85137385512,"3"
"S02002479",2580.47107267861,"4"
"S02002480",2776.33192737942,"4"
"S02002481",4947.05552023734,"8"
"S02002482",6154.53979303857,"10 least deprived"
"S02002483",2001.58836565097,"3"
"S02002484",5423.36375861489,"9"
"S02002485",4241.20722135008,"7"
"S02002486",2590.11350364963,"4"
"S02002487",1559.23385338031,"2"
"S02002488",2283.53936750273,"3"
"S02002489",5026.92209975715,"8"
"S02002490",1350.24183917197,"2"
"S02002491",3079.84803662617,"5"
"S02002492",5742.72657082002,"9"
"S02002493",1752.89601449275,"2"
"S02002494",3707.77105395865,"6"
"S02002495",3394.16227272727,"5"
"S02002496",1583.70523528213,"2"
"S02002497",2856.76653439153,"4"
"S02002498",1156.54116920543,"1st most deprived"
"S02002499",3487.28957987183,"5"
"S02002500",2827.11829847073,"4"
"S02002501",3486.59428300695,"5"
"S02002502",4996.6732614794,"8"
"S02002503",2212.45968489342,"3"
"S02002504",2693.82946581529,"4"
"S02002505",3630.39560257894,"6"
"S02002506",3301.0804282185,"5"
"S02002507",5633.67231734192,"9"
"S02002508",5083.58337098961,"9"
"S02002509",6590.33135425502,"10 least deprived"
"S02002510",3738.21420454545,"6"
"S02002511",3030.87759384472,"4"
"S02002512",3360.09025460931,"5"
"S02002513",5315.68045685279,"9"
"S02002514",3205.66107260124,"5"
